,name,dst_cm_B1,dst_cm_B2,dst_cm_C,dst_cm_D1,dst_cm_D2,dst_cm_E1,dst_cm_E2,time_B1,time_B2,time_C,time_D1,time_D2,time_E1,time_E2,sharps_B1,sharps_B2,sharps_C,sharps_D1,sharps_D2,sharps_E1,sharps_E2,speed_cms_mean,speed_cms_max,wall_hit_B1B2,wall_hit_B2C,wall_hit_CD1,wall_hit_D1D2,wall_hit_CE1,wall_hit_E1E2,dirs_1_B1,dirs_2_B1,dirs_3_B1,dirs_4_B1,dirs_5_B1,dirs_6_B1,dirs_7_B1,dirs_8_B1,dirs_1_B2,dirs_2_B2,dirs_3_B2,dirs_4_B2,dirs_5_B2,dirs_6_B2,dirs_7_B2,dirs_8_B2,dirs_1_C,dirs_2_C,dirs_3_C,dirs_4_C,dirs_5_C,dirs_6_C,dirs_7_C,dirs_8_C,dirs_1_D1,dirs_2_D1,dirs_3_D1,dirs_4_D1,dirs_5_D1,dirs_6_D1,dirs_7_D1,dirs_8_D1,dirs_1_D2,dirs_2_D2,dirs_3_D2,dirs_4_D2,dirs_5_D2,dirs_6_D2,dirs_7_D2,dirs_8_D2,dirs_1_E1,dirs_2_E1,dirs_3_E1,dirs_4_E1,dirs_5_E1,dirs_6_E1,dirs_7_E1,dirs_8_E1,dirs_1_E2,dirs_2_E2,dirs_3_E2,dirs_4_E2,dirs_5_E2,dirs_6_E2,dirs_7_E2,dirs_8_E2
0,Trial01,15.04,37.91,11.99,11.91,2.39,46.35,7.82,74.12,105.36,18.83,21.94,3.89,138.46,15.96,39.28,51.31,8.47,9.37,1.69,65.31,7.25,0.35,1.62,90,13,5,12,14,4,37.67,0.77,1.18,0.86,1.49,0.55,1.18,0.7,46.57,2.24,2.3,1.58,3.49,2.35,2.45,2.13,7.03,1.04,0.48,0.43,0.55,0.97,0.45,0.33,8.34,0.5,0.59,0.94,1.13,0.6,0.54,0.5,1.33,0.23,0.14,0.09,0.09,0.21,0.13,0.11,59.36,2.74,5.0,2.23,2.81,3.1,5.36,2.34,5.92,0.6,0.49,0.49,0.57,0.48,0.45,0.56
1,Trial02,15.32,27.74,5.36,9.51,3.09,7.27,7.76,60.92,199.4,19.58,39.37,8.56,27.75,26.91,30.59,107.8,9.11,19.22,3.59,12.43,12.39,0.2,1.37,171,5,2,20,2,2,29.19,0.62,1.52,0.86,1.42,0.69,1.57,0.62,105.24,1.28,2.48,1.04,4.27,1.55,2.46,1.12,8.72,0.25,0.44,0.22,1.32,0.25,0.39,0.14,18.35,0.43,0.78,0.45,2.06,0.46,0.63,0.42,3.15,0.12,0.51,0.15,0.28,0.16,0.48,0.28,11.81,0.27,1.87,0.15,0.36,0.43,1.44,0.29,11.61,0.36,0.91,0.5,0.8,0.46,1.12,0.36
2,Trial03,0.45,23.16,14.57,27.62,3.81,28.07,1.18,2.24,116.39,50.18,85.76,15.69,109.63,6.01,1.12,58.97,23.75,39.41,7.85,50.81,2.82,0.26,1.43,20,9,12,18,8,2,1.12,0.0,0.04,0.05,0.07,0.02,0.04,0.0,56.9,0.96,2.14,1.35,4.23,0.77,2.3,1.07,21.96,0.84,1.32,0.82,1.96,0.97,1.33,0.86,36.65,1.14,2.4,1.75,4.5,1.28,2.1,1.55,7.43,0.13,0.39,0.12,0.45,0.25,0.39,0.24,48.01,1.27,4.94,1.38,2.02,1.33,5.5,1.22,2.69,0.04,0.37,0.01,0.03,0.04,0.34,0.08
3,Trial04,1.74,21.05,11.47,0.6,0.0,20.47,4.32,24.39,169.07,22.9,1.22,0.0,43.39,13.81,14.24,97.63,10.84,0.55,0.0,20.52,7.26,0.22,2.01,28,13,2,0,8,4,14.18,0.04,0.05,0.08,0.14,0.04,0.06,0.02,96.36,0.58,0.67,0.55,0.82,0.67,1.0,0.62,9.7,0.62,0.45,0.2,1.04,0.57,0.69,0.45,0.45,0.08,0.02,0.01,0.1,0.03,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.78,0.52,1.15,0.64,1.23,1.06,1.75,0.86,6.56,0.22,0.17,0.17,0.29,0.1,0.3,0.46
4,Trial05,6.02,8.52,11.42,16.62,4.08,23.6,0.0,71.69,43.72,51.22,43.12,8.33,168.65,0.0,40.21,22.33,25.99,19.01,3.35,88.69,0.0,0.18,0.86,53,4,10,10,10,0,39.71,0.2,0.67,0.45,0.89,0.19,0.57,0.26,21.58,0.35,0.54,0.41,1.88,0.46,0.62,0.35,24.5,0.41,1.0,0.65,1.62,0.52,0.97,1.01,17.75,0.35,1.0,1.01,3.17,0.64,1.03,0.88,2.82,0.27,0.36,0.22,0.32,0.28,0.5,0.22,86.09,1.31,4.02,1.1,2.13,1.47,3.97,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Trial06,0.05,9.62,8.25,7.71,0.0,112.1,61.05,0.23,31.84,26.74,18.0,0.0,262.3,123.26,0.1,14.86,12.41,7.52,0.0,115.8,53.74,0.43,0.99,4,6,4,0,10,18,0.1,0.0,0.01,0.02,0.01,0.0,0.0,0.0,13.73,0.67,0.97,0.38,1.32,0.69,0.89,0.42,11.11,0.74,0.96,0.55,0.91,0.56,0.67,0.52,6.41,0.5,0.59,0.44,1.22,0.42,0.65,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.26,6.55,9.73,6.46,9.92,7.03,9.43,6.74,47.3,3.27,4.31,3.75,5.43,3.4,3.82,2.55
6,Trial07,2.83,26.38,32.37,7.22,22.9,15.09,0.0,16.14,89.52,79.2,17.53,115.99,42.6,0.0,7.99,42.33,35.09,7.94,60.32,18.81,0.0,0.3,0.83,16,27,16,6,7,0,7.71,0.16,0.55,0.15,0.34,0.21,0.44,0.11,39.68,1.16,2.3,1.24,4.1,1.44,2.31,1.39,31.77,1.72,1.62,1.2,6.13,1.7,1.78,1.52,7.02,0.28,0.36,0.49,1.05,0.29,0.39,0.62,57.55,1.33,2.24,1.17,2.49,1.06,2.4,1.24,16.88,0.96,2.33,0.65,0.88,0.73,2.3,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Trial08,3.32,30.12,15.42,1.94,0.0,3.43,0.0,12.32,141.84,76.49,1.57,0.0,3.16,0.0,5.2,67.72,36.91,0.44,0.0,0.66,0.0,0.23,1.69,44,7,2,0,2,0,4.84,0.25,0.5,0.12,0.66,0.26,0.64,0.11,64.59,1.35,4.11,1.92,5.74,1.39,4.12,1.74,35.56,0.7,2.32,0.57,2.7,0.87,2.44,0.66,0.33,0.05,0.09,0.18,0.22,0.0,0.01,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.04,0.34,0.28,0.1,0.16,0.45,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Trial09,0.0,0.0,7.09,0.0,0.0,0.0,0.0,0.0,0.0,231.27,0.0,0.0,0.0,0.0,0.0,0.0,133.93,0.0,0.0,0.0,0.0,0.03,0.49,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.9,0.98,1.74,0.05,0.26,0.83,1.75,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Trial10,11.79,21.36,17.12,22.03,1.54,20.29,7.68,190.58,63.47,22.2,41.09,3.39,52.65,23.64,109.88,32.96,10.38,18.6,1.42,25.04,11.06,0.25,3.21,60,17,10,12,8,24,108.95,0.21,1.05,0.85,0.94,0.18,1.4,0.58,31.94,0.3,0.78,0.59,2.64,0.4,0.78,0.59,9.59,0.58,0.32,0.21,1.4,0.64,0.39,0.17,16.95,0.64,1.32,1.0,1.85,0.62,1.33,0.9,1.19,0.13,0.2,0.09,0.09,0.09,0.14,0.1,23.28,0.87,2.65,0.54,0.71,0.65,2.44,0.4,10.11,0.5,0.95,0.32,0.8,0.42,0.76,0.3
10,Trial11,0.73,5.29,12.32,22.8,0.0,132.56,21.78,2.24,10.28,21.0,53.66,0.0,285.64,45.71,0.9,4.33,8.59,22.58,0.0,124.06,19.53,0.47,1.37,8,6,10,0,16,18,0.82,0.05,0.2,0.12,0.08,0.03,0.02,0.02,3.89,0.25,0.13,0.13,0.91,0.41,0.25,0.19,7.02,0.61,0.73,1.02,0.89,0.73,0.7,0.88,20.11,1.17,2.05,1.78,2.93,0.98,1.93,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.51,7.18,12.76,6.79,9.27,7.77,12.46,7.36,17.03,1.13,1.85,1.18,1.68,1.67,1.75,1.09
11,Trial12,16.1,13.07,5.29,12.03,6.73,17.29,0.0,27.41,36.71,14.42,25.48,14.54,280.83,0.0,11.08,16.82,6.81,11.09,5.8,158.98,0.0,0.18,1.06,48,4,3,8,1,0,9.01,1.22,1.27,0.92,1.11,0.93,1.32,0.64,15.17,1.05,1.29,0.81,1.53,0.52,1.16,0.46,6.34,0.2,0.12,0.11,0.88,0.39,0.33,0.27,9.81,0.41,0.68,0.71,1.46,0.66,0.7,0.83,4.98,0.3,0.99,0.17,0.29,0.51,1.05,0.42,157.16,1.07,2.83,0.68,1.91,1.13,2.8,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Trial13,0.61,33.6,29.98,67.22,16.05,5.33,0.0,1.74,107.2,34.87,167.23,37.95,14.66,0.0,0.79,51.19,15.69,74.39,17.21,6.54,0.0,0.42,2.12,14,27,22,30,2,0,0.76,0.0,0.05,0.02,0.07,0.03,0.1,0.01,47.16,1.6,2.78,1.61,3.98,1.75,3.05,2.28,14.03,1.12,0.33,0.62,3.29,0.67,0.3,0.53,67.49,2.93,5.02,3.14,8.37,4.31,5.46,3.45,15.21,0.81,1.54,0.62,0.97,0.96,1.75,0.87,5.84,0.38,0.57,0.32,0.38,0.42,0.62,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Trial14,0.7,11.72,7.37,13.87,0.0,4.87,0.0,0.72,25.23,10.55,180.53,0.0,8.43,0.0,0.16,10.06,4.44,101.27,0.0,2.87,0.0,0.17,2.86,10,6,6,0,9,0,0.12,0.02,0.07,0.05,0.08,0.01,0.06,0.02,9.06,0.5,0.88,0.58,2.0,0.65,0.94,0.5,3.67,0.4,0.3,0.17,0.79,0.32,0.31,0.36,100.08,0.33,1.19,0.71,3.49,0.25,1.24,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49,0.18,0.36,0.17,0.44,0.34,0.89,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Trial15,1.31,15.22,9.22,2.87,0.0,23.23,3.83,3.97,135.81,28.16,5.34,0.0,43.12,9.93,1.51,72.67,12.05,1.85,0.0,14.15,3.93,0.24,1.31,48,6,2,0,7,4,1.4,0.05,0.25,0.22,0.26,0.01,0.13,0.06,70.75,0.25,1.84,1.65,2.8,0.58,1.81,1.67,10.73,0.6,1.37,0.27,1.96,0.37,0.85,0.72,1.61,0.11,0.17,0.22,0.78,0.06,0.12,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.67,1.53,4.32,0.84,1.71,1.64,3.44,0.68,3.43,0.18,0.73,0.26,0.44,0.23,0.38,0.3
15,Trial16,0.0,0.0,0.0,0.0,0.0,18.44,12.13,0.0,0.0,0.0,0.0,0.0,272.35,182.1,0.0,0.0,0.0,0.0,0.0,152.54,102.54,0.07,0.61,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.13,0.81,4.02,0.25,1.1,1.15,4.29,0.39,101.77,0.43,2.62,0.17,0.7,0.39,2.84,0.16
16,Trial17,0.32,3.81,10.43,8.27,1.01,72.53,26.27,0.42,7.06,15.98,13.74,2.22,371.05,62.94,0.24,3.1,7.05,6.78,1.02,193.44,29.44,0.26,1.7,2,6,8,6,6,12,0.21,0.02,0.01,0.0,0.0,0.01,0.0,0.0,2.96,0.06,0.13,0.12,0.61,0.2,0.07,0.08,6.23,0.3,0.34,0.32,1.08,0.44,0.39,0.47,5.89,0.24,0.28,0.31,0.54,0.1,0.29,0.58,0.87,0.1,0.15,0.03,0.04,0.04,0.06,0.04,184.36,4.34,8.8,2.84,5.84,3.45,9.03,3.6,25.81,1.65,1.83,1.24,2.25,1.18,2.02,1.72
17,Trial18,0.0,0.0,1.98,0.0,0.0,2.86,0.0,0.0,0.0,241.07,0.0,0.0,3.46,0.0,0.0,0.0,143.9,0.0,0.0,1.49,0.0,0.02,1.54,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.8,0.04,0.22,0.07,0.14,0.03,0.04,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31,0.09,0.28,0.1,0.04,0.06,0.17,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Trial19,0.0,0.0,0.61,0.0,0.0,12.79,0.0,0.0,0.0,3.96,0.0,0.0,278.85,0.0,0.0,0.0,1.83,0.0,0.0,162.04,0.0,0.05,0.77,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.24,0.03,0.07,0.03,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.33,0.37,1.59,0.38,1.71,0.25,1.12,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Trial20,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,230.28,0.0,0.0,0.0,0.0,0.0,0.0,137.61,0.0,0.0,0.2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.53,0.09,0.06,0.0,0.09,0.06,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Trial21,0.0,0.0,1.35,9.92,0.0,18.26,9.34,0.0,0.0,6.21,35.16,0.0,224.92,46.58,0.0,0.0,2.89,16.16,0.0,128.07,23.58,0.12,1.68,0,0,1,0,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.03,0.28,0.23,0.27,0.03,0.02,0.06,15.11,0.63,1.29,0.53,1.63,0.47,1.02,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.92,0.44,3.06,0.67,0.97,0.36,1.83,0.48,22.76,0.39,1.62,0.59,1.12,0.28,0.83,0.31
21,Trial22,0.0,0.0,1.3,0.0,0.0,4.73,0.0,0.0,0.0,6.61,0.0,0.0,247.96,0.0,0.0,0.0,3.3,0.0,0.0,145.96,0.0,0.02,0.46,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.16,0.15,0.01,0.17,0.18,0.15,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.5,0.19,0.82,0.08,0.39,0.32,1.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Trial23,0.0,0.0,0.0,0.0,0.0,11.82,0.0,0.0,0.0,0.0,0.0,0.0,236.54,0.0,0.0,0.0,0.0,0.0,0.0,132.74,0.0,0.05,0.3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.99,0.46,3.83,0.3,0.81,0.48,3.55,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Trial24,0.09,16.08,7.88,0.0,0.0,57.94,55.71,0.23,69.13,20.53,0.0,0.0,166.79,203.87,0.09,34.86,8.7,0.0,0.0,74.47,97.72,0.3,1.06,10,7,0,0,13,30,0.09,0.0,0.0,0.02,0.02,0.01,0.0,0.0,33.41,0.85,1.58,0.58,2.3,0.74,1.45,0.5,7.85,0.54,1.03,0.15,1.06,0.84,0.59,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.46,3.34,8.54,2.41,4.32,3.27,7.75,2.82,91.2,3.1,6.58,2.82,6.85,2.44,6.21,2.92
24,Trial25,0.8,16.45,5.57,0.0,0.0,36.07,11.78,2.89,67.08,20.93,0.0,0.0,248.81,96.53,1.46,33.27,9.85,0.0,0.0,128.21,51.59,0.16,0.76,14,3,0,0,1,27,1.36,0.02,0.13,0.03,0.07,0.03,0.05,0.04,31.61,0.87,1.49,1.02,2.15,0.83,1.49,0.72,9.33,0.33,0.77,0.3,0.78,0.26,0.6,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.19,1.58,6.7,1.81,5.46,1.54,5.41,1.35,50.15,0.79,2.01,0.46,1.47,0.46,1.89,0.59
25,Trial26,7.99,9.5,6.03,5.61,0.0,28.36,13.76,47.3,93.02,8.53,63.34,0.0,81.39,45.24,25.93,52.68,4.32,35.5,0.0,39.96,22.31,0.21,2.34,42,4,4,0,6,18,25.3,0.18,0.74,0.32,0.56,0.26,0.66,0.31,51.99,0.25,0.71,0.42,0.99,0.31,0.67,0.38,3.94,0.12,0.14,0.09,0.25,0.09,0.29,0.19,34.94,0.15,0.54,0.33,0.91,0.11,0.54,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.43,1.04,3.1,1.02,1.42,1.25,2.63,0.86,21.3,0.54,1.3,0.46,1.22,0.68,1.17,0.43
26,Trial27,0.35,12.39,27.54,36.22,0.0,18.24,10.15,1.84,48.35,106.48,113.44,0.0,76.56,71.62,0.87,23.62,50.6,50.83,0.0,35.74,37.27,0.25,0.72,8,7,10,0,17,4,0.86,0.0,0.04,0.01,0.03,0.05,0.1,0.01,22.59,0.58,1.16,0.44,2.21,0.6,0.94,0.44,47.61,1.07,3.41,1.7,4.15,1.1,3.01,1.73,47.02,1.56,3.76,2.06,5.55,1.63,4.29,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,1.36,3.85,1.01,1.22,0.75,3.52,0.4,36.16,0.64,1.72,0.47,1.24,0.47,1.82,0.38
27,Trial28,0.0,0.0,0.0,0.0,0.0,1.62,504.64,0.0,0.0,0.0,0.0,0.0,5.31,345.31,0.0,0.0,0.0,0.0,0.0,2.25,190.04,1.43,11.5,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.03,0.1,0.0,0.04,0.25,0.54,0.12,177.77,1.17,11.34,0.68,2.23,1.11,11.47,1.07
28,Trial29,0.0,2.87,5.24,0.0,0.0,5.38,0.0,0.0,13.81,29.85,0.0,0.0,240.93,0.0,0.0,6.84,15.26,0.0,0.0,142.9,0.0,0.05,0.81,0,2,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.65,0.11,0.33,0.15,0.49,0.18,0.28,0.08,14.66,0.41,0.78,0.05,0.65,0.42,0.84,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.62,0.08,0.61,0.02,0.07,0.06,0.78,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Trial30,46.45,8.33,12.37,0.05,0.0,18.96,2.62,209.15,42.7,48.18,0.1,0.0,85.88,21.84,109.8,22.58,23.54,0.04,0.0,41.11,11.56,0.22,0.85,17,7,2,0,9,1,105.23,1.89,3.87,2.51,4.33,1.88,3.5,2.07,21.77,0.52,0.56,0.32,1.59,0.25,0.29,0.28,21.73,1.39,1.3,0.4,1.41,1.01,1.26,0.36,0.03,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.63,1.45,3.62,1.35,1.93,1.02,2.61,0.83,11.28,0.18,0.81,0.11,0.25,0.14,0.27,0.04
30,Trial31,5.24,14.44,7.4,0.0,0.0,6.73,5.15,11.85,39.48,18.63,0.0,0.0,147.43,10.27,4.67,17.22,8.06,0.0,0.0,85.71,3.72,0.17,1.02,56,7,0,0,5,3,4.16,0.25,0.42,0.4,0.93,0.4,0.28,0.26,15.6,0.55,1.36,1.1,1.82,0.73,1.45,1.04,7.0,0.75,0.87,0.29,0.82,0.43,0.76,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.77,0.59,1.16,0.21,0.32,0.31,0.72,0.23,3.28,0.26,0.9,0.27,0.5,0.25,0.53,0.16
31,Trial32,0.0,7.37,17.37,46.78,11.48,51.61,20.61,0.0,20.3,37.01,117.9,37.65,128.75,55.14,0.0,8.83,16.01,52.05,19.09,58.98,25.58,0.39,1.35,0,12,12,18,5,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.96,0.45,0.59,0.43,1.13,0.54,0.68,0.38,14.2,0.93,0.9,1.05,2.57,0.68,0.99,0.85,46.83,2.18,3.57,2.8,5.8,2.66,3.91,2.87,17.71,0.74,0.98,0.39,0.82,0.58,0.85,0.48,51.6,3.26,4.76,2.62,4.42,2.7,4.24,3.52,22.6,1.3,2.01,0.98,2.27,0.88,1.55,1.44
32,Trial33,23.79,38.37,19.99,17.51,0.0,17.79,1.29,95.59,120.4,56.98,51.1,0.0,51.29,1.84,47.24,56.5,26.46,24.41,0.0,22.66,0.73,0.32,1.12,214,18,20,0,17,1,44.8,0.9,2.3,1.75,2.45,1.27,2.49,1.3,52.45,2.33,2.85,1.61,6.26,2.03,3.01,1.58,24.25,1.3,1.47,0.74,2.71,1.64,1.25,0.77,23.05,0.6,0.72,1.15,2.97,0.65,0.78,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.69,0.91,2.95,0.83,1.34,0.74,2.49,0.77,0.66,0.05,0.27,0.05,0.07,0.0,0.0,0.0
33,Trial34,2.81,42.63,30.45,35.04,0.0,27.02,4.0,10.13,126.64,79.95,79.35,0.0,95.49,17.58,4.83,58.38,33.64,33.77,0.0,42.98,8.44,0.35,0.87,42,16,5,0,9,2,4.62,0.08,0.25,0.22,0.26,0.19,0.33,0.12,53.11,2.44,3.62,2.29,5.04,2.67,4.15,2.54,29.88,1.72,3.52,1.74,4.49,1.99,2.61,1.94,29.0,1.77,3.44,1.71,2.9,2.38,3.86,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.77,1.61,4.61,1.46,3.29,1.37,3.65,1.44,7.95,0.28,0.63,0.18,0.34,0.24,0.71,0.2
34,Trial35,0.0,1.99,6.74,0.0,0.0,69.86,3.53,0.0,6.14,35.66,0.0,0.0,333.17,80.68,0.0,3.18,18.31,0.0,0.0,163.07,46.45,0.18,1.12,0,4,0,0,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.96,0.13,0.11,0.09,0.15,0.08,0.08,0.08,17.7,0.34,0.71,0.37,1.08,0.35,0.6,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.63,3.26,12.91,3.61,5.85,2.85,11.94,3.52,46.2,0.16,0.52,0.23,0.4,0.19,0.55,0.08
35,Trial36,0.98,11.21,10.68,23.95,1.06,17.89,0.0,3.69,36.64,25.86,61.19,126.98,52.02,0.0,1.87,17.88,11.82,27.67,75.87,23.1,0.0,0.22,0.93,14,6,9,11,8,0,1.78,0.04,0.07,0.05,0.08,0.05,0.09,0.05,16.79,0.69,0.69,0.78,1.58,0.47,0.6,0.35,10.25,0.6,0.32,0.44,1.5,0.75,0.7,0.93,25.15,0.95,1.97,1.37,3.09,0.91,1.83,1.38,75.75,0.06,0.04,0.02,0.06,0.02,0.06,0.05,20.92,0.98,2.49,0.77,1.53,1.13,2.29,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
